,ID,SelfEfficacy,TaskValue,MasteryGoals
274,4686,0.854407883178991,0.938506151046118,1.1180764262635
235,4621,1.2026920901927,0.910760424533269,0.812601656219654
315,4832,1.10249875284091,0.90232796951022,0.457795526333211
88,4383,0.401057149143581,0.899597325566737,0.975670383320807
376,4947,0.310676414983379,0.872056439804038,0.728143901413005
143,4517,-0.252707785509298,0.867828188040969,0.437744033992706
108,4436,0.849784914557861,0.864112603856043,0.806418833194323
105,4437,0.641720214640818,0.857148653921345,0.761099225456878
319,4841,-0.219187654073709,0.842907962555781,0.801321677227868
340,4878,0.832915111957394,0.835641928749814,1.07184973974684
231,4597,0.313352306642054,0.805172233440648,0.919759824294198
185,4353,0.455367400815457,0.803358777893299,0.74221201571407
336,4914,-0.0227636892260419,0.787621944956001,0.830521549264638
81,4460,0.249376357635797,0.778950844351695,0.894619657108443
323,4869,1.11771973926313,0.76962758869366,1.12963170746303
39,4323,0.716336687543559,0.740851541407432,0.517700764184687
57,4022,-0.457662381312908,0.739905058358193,0.0736991714468924
276,4822,0.717759439006151,0.735469409014834,0.434185252983463
253,4224,0.474840408521373,0.730542383693024,0.405166031713342
214,4764,-0.156543014332126,0.7282327475499,0.78041765079948
29,4301,0.270483439948366,0.721315257643493,0.88070146174803
371,4946,-0.382974339203314,0.718914659630276,0.407782593416937
138,4528,0.555843950177811,0.700044192292021,0.946384120376578
204,4371,0.692986873138744,0.696520494918222,0.0773076806451351
3,4258,0.358873931985302,0.687439243211214,0.339289278109703
173,4468,-0.700960134943389,0.67668707969967,-0.0676451744847599
6,4260,0.904591882074446,0.674698515976651,0.595245686221626
208,4761,0.819732583094128,0.669783483107424,1.00633927914295
384,4935,0.344017622489962,0.658985042354817,0.640383040926066
85,4376,0.526732806157676,0.652776846231595,0.674295974425258
375,4952,0.129451346460244,0.649053837245383,0.822857075269251
258,4219,0.953037689838461,0.638761827002126,0.801924904308406
67,4447,0.642990037082927,0.61817993881397,0.688416117755098
144,4479,0.529002506651486,0.617990131804947,0.165536361578058
257,4229,0.802374404068098,0.61722915574693,0.720077852034181
348,4904,0.938812338404331,0.616222716880173,0.416794526529923
202,4606,0.455907714297732,0.603758245781339,0.496901032596813
216,4607,0.37894117956703,0.59953513967716,0.453512327687982
296,4801,0.279805803327581,0.598287193737235,0.612514527371265
269,4765F,0.260134246628305,0.597623248137791,0.83781131744472
342,4879,0.384762851512401,0.57873665204328,0.440627128156127
150,4495,0.628284052595905,0.566251093404153,0.671830402561601
259,4235,0.0361721775187011,0.553029251552611,-0.0842970416074171
69,4448,0.26070633862181,0.542019370128857,0.0916727773908514
122,4545,0.156515392602564,0.537643588578022,0.251010976276798
291,4785,0.0175639910594564,0.535783256464126,0.408989667165195
199,4720,1.28790163202307,0.532063139947683,1.08667290174948
207,4765,1.07484831984724,0.531546550046434,1.0259615388138
239,4753,-0.135022124307879,0.519363586166197,-0.139143976874052
220,4602,0.375076359907827,0.518541159603922,0.840221810345871
60,4418,-0.0602394452621236,0.515609086416659,0.561019829139058
112,4433,0.753971807854756,0.515513508619896,0.934039519140823
164,4513,-0.0691631627708047,0.510701303456218,0.734511764966963
203,4723,1.00042798299197,0.508874820492201,0.997213818491013
76,4458,0.972241230235601,0.505494586951224,0.767819934666967
172,4519,0.663218767267552,0.504522012510988,0.494793297657777
344,4911,0.473332057065114,0.494924218085843,0.661725319607611
175,4505,0.232799073903194,0.47640878901433,0.793058495151483
92,4380,0.646937690998255,0.462003806226136,0.648376601444592
36,4367,0.025000368524213,0.456937685120366,-0.0178936344480548
215,4758,0.438203533133232,0.45561001654581,0.431257277093377
25,4299,0.633583685736248,0.454355905415973,0.470520093331489
12,4288,0.363219147716418,0.452269502979852,0.161340004866546
192,4708,1.08556444167875,0.450091291966216,0.999111872597101
1,4268,-0.580824502939199,0.448940952732117,0.174712011359767
28,4300,-0.588908815320669,0.441052216398456,0.448812082345692
9,4249,0.280391990973354,0.432898796121084,-0.112266854848964
152,4478,0.160363574300141,0.417617434669739,0.164566860629872
161,4515,-0.664117935277659,0.417095306127436,0.128248357384113
20,4310,0.249146712606893,0.415042552934576,0.245132066461088
349,4906,0.939000281961906,0.398027237505916,0.625050770514041
168,4476,0.89566429517386,0.39635770747914,0.929737768882484
354,4886,-0.296870646431335,0.387325791148908,0.277259280367998
174,4482,0.823200055066962,0.385854292572861,0.700500164922613
166,4492,0.269706790681062,0.379282112862827,-0.0483459405383242
53,4410,-0.0124508150180215,0.373198174879067,0.24290839921293
119,4531,0.779383022278552,0.370980620052132,0.891467577863282
232,4586,-0.0206680939947059,0.368750553459731,0.500372443058397
250,4756,-0.20141455190819,0.364056282074742,-0.00442784875606906
311,4830,-0.961844349541154,0.358355859774325,-0.349123520871095
24,4315,0.795456711544383,0.357808400758434,0.681336661989372
343,4885,0.662981971221769,0.354875264544767,0.857276189405959
353,4896,0.332070431566921,0.348884206648725,0.776747237240406
42,4373,-0.264221551558295,0.347831149307773,0.645504692108687
46,4342,0.361999566881415,0.335980216875991,0.149432483587539
96,4279F,0.406630548739706,0.332011120013944,0.788822076958002
7,4271,-0.721835990554469,0.331540610005914,0.270438823193712
217,4609,0.600897313109601,0.330302334571544,0.60994213277794
374,4928,0.258581035520542,0.324437253007472,0.383757380516808
34,4327,0.108996975580748,0.320022329539057,0.521895081981912
271,4419,0.958153136817134,0.315778343347467,0.918235183094248
167,4466,0.331838203265999,0.312769828785628,0.145499213334762
101,4341,0.83041875196488,0.302942965686861,0.0542985291056531
196,4717,0.191731477985103,0.295143101476066,0.555603739642664
5,4274,-0.0289705922603705,0.291114543532073,0.146885545462947
74,4449,0.103387662875689,0.276686531463086,-0.683898150933824
277,4819,0.0389003031920823,0.270554399459949,0.521102055151971
351,4921,-0.468864751272522,0.268379605583591,0.100676160516598
120,4564,0.0689784920013133,0.262994487506101,0.692436254834236
181,4381R,0.278335872825053,0.252441795305844,0.526522642093314
240,4743,-0.643119636039588,0.249172689917516,-0.325785560839986
252,4752,-0.242498078144447,0.236892298477854,0.182989164982369
35,4368F,-0.978461839523165,0.232804611713884,-0.376222321477707
157,4509,-0.482984153187897,0.231746324736952,-0.156054446788049
317,4845,-0.228319429533743,0.222980372707926,-0.141509674260127
334,4908,0.347177030585457,0.221675809846494,0.0195878361872249
301,4807,-0.545018035926549,0.216565566227316,-0.276821037961441
355,4903,-0.765717988076903,0.206068481244595,-0.0785934660638349
132,4568,0.616984092776478,0.193217293206753,0.1467219752659
135,4546,-0.32552918462881,0.189119251077483,-0.135523639683596
237,4627,-0.201952332578598,0.186569146700991,0.614019582980689
213,4757,0.352391827202161,0.180633919938723,0.14226392713307
99,4281F,-0.176133372416493,0.176912268178007,0.153255343667319
201,4716,0.13811978362462,0.173759744776946,0.347799444721052
373,4954,0.189811282537675,0.172416173961635,0.306751241255001
314,4831,0.134069827952183,0.168718611416675,0.51151741001635
48,4328,0.648404680842298,0.16688989821779,0.610246971050213
335,4910,-0.166860062630863,0.149192862741235,-0.173425956881344
16,4304,0.572292138010805,0.139270847466489,-0.0299653266487276
361,4920,0.90561692399651,0.133905115574056,0.475348223990352
160,4500,0.0715547325273333,0.129662546893844,0.180894702252908
350,4917,-0.389500751713797,0.123574367392751,-0.353333201342069
130,4559,0.726077817015198,0.120362683860833,0.14848693694082
27,4302,0.0345619374546861,0.117000746462703,0.172822423631482
209,4755B,-1.41242431006617,0.104706381994691,-0.643378442174067
30,4318,-0.892402069032171,0.102859559007718,-0.481577433377521
145,4488,0.536995452144834,0.0867084765882333,0.242448141969357
104,4431,-0.906487109899885,0.0826625917427535,-0.670398266642451
339,4922,-0.191215132047853,0.0724426417164174,-0.0388269891983038
61,4407,0.0155157461873964,0.0689382772135669,-0.313592461557929
31,4362,-0.586537445096742,0.0637948476379692,0.0708088151450171
65,4417,0.342437814294197,0.0477571700207044,0.231054165820418
332,4897,-0.211700842547943,0.0426804889622251,-0.531249357069875
383,4934,0.545533021553086,0.0418247965245763,0.234755854760852
107,4426,-0.005233357040567,0.0414857635207713,-0.0749876033501909
117,4535,-0.153885557203794,0.0392701270899925,0.206575307622641
359,4887,-0.140591703272066,0.0376362865609863,-0.492922555141573
86,4390,-0.458574710281616,0.0351449337392881,-0.241008454485942
289,4779,-0.136270657468313,0.0333543951790692,0.104865460590194
205,4734,0.0701258456564985,0.0301326426658849,-0.10810913523385
265,4768,-0.00468203405642555,0.0251179323053055,0.266519832227123
136,4551,-0.304940473291925,0.0212254460255379,0.103638130810742
124,4537,-0.308567952557091,0.0134009782075914,-0.493966043390294
147,4467,-0.41152831819327,0.0127019612007766,-0.349741168988676
367,4950,-0.55413559035102,0.0107680358084815,-0.0540722075846989
379,4948,-0.069298762188343,0.0102799127254528,-0.0893997561618025
362,4899,-0.0351773363188155,0.00990279411238996,-0.232805178870932
26,4319,-0.0265168891451449,-0.000901389122077116,0.110506759456352
357,4898,0.913847091195338,-0.0028094799522686,-0.295631430138758
227,4619,0.129720297533529,-0.00326191307913733,0.471523349727191
52,4421,0.0426667632435732,-0.0119326591289667,-0.316099398070568
118,4538F,0.350900514822854,-0.0166180520330404,-0.275891983304825
358,4888,0.883682373877661,-0.0222109279857768,0.376198554827115
154,4485,-0.373868502296761,-0.022219060549746,-0.0188496417738305
255,4230,0.686539394710546,-0.0237900973337525,0.116714666538499
369,4957,-0.0842550020440378,-0.0277015576569674,-0.0170174491711069
40,4356,-0.269738975003511,-0.0401134454470183,0.0968465945543675
293,4780,-0.223304276574182,-0.0423096634176658,-0.12036861679186
89,4379,-0.163589214873532,-0.0531164008199078,-0.0268021867864282
41,4339,-0.426108041932134,-0.0556342505645581,-0.149667329201804
19,4294,-0.674402290544973,-0.056629145831318,-0.380781309107247
210,4756B,0.144436585119928,-0.0814226320499248,0.0356941162426871
194,?,-0.0040692215853124,-0.0960371951199246,0.147845928911411
287,4789,-0.0785974670318176,-0.0964941562068644,0.563151732774423
72,4456,-0.0786609311432707,-0.0988340876054175,0.0325184840840809
365,4933,-1.03643796593947,-0.108424101082067,-0.680729106190441
153,4524,-0.289245578909503,-0.112693579964567,-0.380263178087084
70,4453,-0.114352942457493,-0.113567233541234,-0.3603235955586
380,4936,-0.440179677228419,-0.127972058544696,-0.189820549252963
186,4297,-0.413158794114572,-0.13148160886611,-0.41256139314321
322,4848,1.06300986540778,-0.140022916408963,0.285209534554118
288,4786,-0.278209145001689,-0.142685873451925,0.0757156577961189
345,4909,-0.154804593581889,-0.150524287860768,-0.497812764910742
386,4949,0.0420254602558996,-0.151898388239322,-0.326109489520067
238,4610,-0.683227735615739,-0.154607701314137,-0.622781524088647
346,4900,0.266613115760749,-0.161200890497981,0.00166285228681274
249,4748,-0.804550896896916,-0.175655176556654,-0.255825095582588
226,4626,0.478760166779978,-0.176300448724539,0.180949695240772
219,4599,-0.27155104623098,-0.180619412444431,-0.350843004024343
102,4283,-0.429692537981375,-0.184106620971035,-0.173137859157753
254,4232,-0.348143842107694,-0.184277140063436,-0.582495073826959
381,4943,0.0371268720629123,-0.190792970703091,-0.132343527750396
337,4880,0.144628659192732,-0.193269939688523,0.581941365001624
103,4430,0.228925048267395,-0.198314563041857,-0.326804216387416
177,4374,-0.706620578557754,-0.200907709277746,-0.638212846928912
272,4668,-0.305731543352198,-0.204044914051575,-0.597876246625462
326,4861,-0.838027496475551,-0.209688522121376,-0.349957913591987
100,4245,0.151564931973474,-0.209826443191824,-0.122239911969724
165,4504,-0.441690377379205,-0.210932055877418,-0.527153807433805
347,4927,-0.566027921583144,-0.215543821111097,-0.524242370026296
305,4799,-0.342590047985266,-0.21629878389482,-0.28556138479641
139,4562,-0.286001970680038,-0.221121759037131,-0.640222950931963
218,4578,0.413128612096859,-0.231982043776481,0.467822275917126
148,4514,0.155445514688856,-0.233271610136469,-0.127430255807811
246,4755,-0.0548241879936598,-0.234016119261689,-0.342723071848509
270,4771,-0.66116906199802,-0.235168870031417,-0.666139525061708
170,4491,-0.490880768420749,-0.235194299634343,-0.518097705028868
151,4494,0.326444634922033,-0.242912606325863,-0.0116765103775849
66,4408F,-0.332586743843699,-0.243760922786854,-0.170749239092281
116,4344,0.827407366708281,-0.24699243702347,-0.0145872472748257
78,4435,-1.18482366056613,-0.249752116680177,-1.05255602055772
17,4321,-0.587934718090992,-0.251741253752719,-0.450265061721293
62,4406,0.0403485935173117,-0.254438416666127,-0.318459184275915
171,4503,0.341180915604696,-0.256154768688872,-0.326965363054685
267,4763,-0.716759401828983,-0.257013587571945,-0.2480279414938
106,4428,0.232360071888903,-0.261229310228128,0.0077602320137336
224,4589,0.219984976520074,-0.263168719730796,0.578426856218029
268,4770,-0.719292359636839,-0.266061565852801,0.243462411505258
370,4930,-0.0793672867531523,-0.279715301895057,-0.505056371055171
83,4378,-0.292136316345988,-0.280121165566767,-0.510646584358036
64,4400,-0.525790006335537,-0.281926909665156,-0.414547644458984
146,4498,-0.124662674278061,-0.282599762712445,0.0842520520650201
163,4502,-0.082317533365902,-0.301188637299724,-0.617162500716696
63,4397,-0.292450497133073,-0.301492224060028,0.182724809319291
54,4411,-0.474217466120196,-0.312922380859988,-0.426540218434158
111,4429,-0.314411984956839,-0.315307682310369,-0.635646968673497
98,4334,0.448859076084258,-0.316670833920604,-0.295850450791412
43,4348,0.299597022173911,-0.32521969816738,0.175342879393686
256,4236,-0.263286975128472,-0.328273854713412,-0.351045695804974
176,4372,-0.45176673213267,-0.33248383611735,-0.78551971206752
37,4359,0.236932793914655,-0.336042530954863,0.254342386336733
2,4264,-0.0949746625483898,-0.336176026895321,0.0634109454554498
141,4550,-0.579410536036127,-0.337945224272438,-0.206860478204428
280,4825,-0.34619595954246,-0.34108049108496,-0.813233047560962
303,4806,-0.412495566929367,-0.343129220520426,-0.736035243989449
241,4272,-0.440200671081167,-0.344004848552273,-0.739675219018964
169,4501,-0.889708851068086,-0.346551669581199,-0.492191300467161
333,4919,0.284509263065905,-0.354352590795421,-0.0232761852491234
84,4377,-0.381779566093526,-0.358477596943155,-0.18996760867048
283,4824,0.381285083474284,-0.360002006172632,-0.222258631678229
79,4457,-0.172322727951343,-0.360765923996161,-0.607890966064623
306,4805,-1.01456845041632,-0.364068899783237,-0.839431050903526
200,4730,0.232888291886102,-0.371120696085197,0.208175744924853
128,4574,-0.50008934526075,-0.373094140404235,-0.573391704915375
325,4862,0.567316051010583,-0.374208775910164,0.142469628042912
377,4942,-0.316157863111437,-0.381857336784683,-0.64709632413727
211,4739B,-0.160798957542317,-0.384141248152729,-0.578167436640366
184,4281,-0.442337292864612,-0.386076326912212,-0.663830931466632
180,4326,-0.417822922636501,-0.391752820226023,0.290722387219351
189,4693,0.543476409857869,-0.399305281478806,-0.317510019606504
156,4461,-0.317090973424211,-0.403802771610991,-0.100308149045319
363,4907,-0.587057094730543,-0.405044555555097,-0.768442444230215
13,4290,0.430969557599359,-0.40567993141498,-0.344655466496052
236,4615,-0.639919796157583,-0.410713481242219,-1.0002039789718
285,4782,-0.593293272760262,-0.413319849484901,-0.717590602538698
309,4836,0.984061262049349,-0.428874492715619,-0.0250138100370817
302,4813,-0.109176757013278,-0.445936498181936,-0.20837964144195
360,4901,0.245340107137754,-0.473970350081584,-0.0328552466808214
372,4956,-0.807683848773603,-0.479085667959954,-0.763211170396438
230,4616,0.0182019850927288,-0.49393136630387,-0.896472923857249
352,4902,-0.547776973208707,-0.494346314931503,-0.706186490928542
68,4459,0.955663818955515,-0.504493548356072,-0.139484184405966
95,4335,-0.232808521875931,-0.508982459516202,-0.712585217902826
222,4608,0.0664050601861068,-0.510697182500814,-0.288732941711553
298,4814,-0.696666397145351,-0.514380995775548,-0.711118810189306
131,45710,-0.65544156589127,-0.527118304055282,-0.777992832736321
23,4313,-1.18534497235259,-0.531742932274219,-1.07106707749661
137,4566,-0.433699041077527,-0.541437363800605,-0.204912411797672
233,4593,-0.0596254729205164,-0.544248408428755,-0.343047215948259
22,4306,-0.289006237742132,-0.547342697586887,-0.509905683942355
127,4558,-0.161647266303974,-0.550973260652015,-0.656028908654819
225,4617,-0.611260489876278,-0.553367907729897,-0.695861972326974
304,4795,-0.492531260909682,-0.55663651577402,-0.214095953063766
223,4584,-0.0180855848642876,-0.559658070927508,-0.277606349227558
364,4913,-0.631639696390155,-0.560177121095658,-0.626628353402602
206,4762,-0.85205652614402,-0.56058699784438,-0.609972415989694
97,4279,-0.214739978851278,-0.572131714432498,-0.564780056397408
338,4912,0.474237936758842,-0.573300707432268,-0.493628404763914
328,4874,-0.63739491633179,-0.583257397810406,-0.25063340189106
318,4846,0.472730169816436,-0.596704920574386,0.134871755408937
49,4364,-0.37557323443532,-0.613109423277178,-0.983708256852904
155,4490,-0.747939859555724,-0.615129592800143,-0.780367482182341
10,4269,0.130733989100461,-0.618854185444935,-0.470305837414155
8,4243,-0.749907916457744,-0.625621943722691,-0.735907246748708
251,4739,-1.08635123218777,-0.627547740218281,-0.961542188412066
178,4316,-0.984974687950574,-0.654655535702363,-1.32860917381999
275,4656,-0.955618505336645,-0.656618115076226,-0.150448883507748
262,4767,-0.433289831860055,-0.660855890911098,-0.709145924338082
261,4760,-0.509133241160786,-0.661033037603906,-0.598891686050742
142,4465,-0.504669014709126,-0.713767099652051,-0.412842745223637
149,4475,-0.626021337998549,-0.714991190265758,-0.913151977245151
33,4333,-0.327527732471358,-0.725151781701241,-0.719306376516009
327,4871,0.0252189871588049,-0.725572416964495,-0.32484388483897
263,4777,0.382118026043843,-0.748749419182592,-0.227138130520996
382,4941,0.130802462052393,-0.769960917462204,0.269247264803743
75,4452,-1.43497338270091,-0.770051942346839,-1.45373347028186
310,4829,-0.868467261353272,-0.785076442625353,-1.05184033667849
321,4839,-1.03145592248844,-0.802692288589482,-1.04171088024146
243,4740,-0.824144536648731,-0.80753023985273,-0.86603748732041
183,4310R,-0.904334689373335,-0.807984257273123,-1.3756271962593
297,4802,-0.505847595972959,-0.822733431197163,-1.1202361534601
308,4833,-0.362657049350061,-0.822823633858516,-0.495028287688023
182,4314,-0.456644063670858,-0.836322367273973,-0.153763586495955
87,4382,-0.82222180502492,-0.858088620938098,-0.877930885854447
385,4931,0.104853332391066,-0.858706551184392,0.0993488552199359
193,4697,-0.555769994560484,-0.861057062832646,-0.309272250577092
15,4282,-0.0698318368568572,-0.876407229540621,-0.600021234681091
286,4783,-0.479491389573571,-0.887034626405161,-0.86701385828828
248,4737,-0.49349042902187,-0.887555175896361,-1.37875485908462
126,4549,-0.344776272326645,-0.892048030506249,-0.819635961128714
324,4860,-0.168389789344205,-0.893469779734767,-0.687124218882514
247,4754,-0.688997012797324,-0.896093316829626,-0.883195626778636
378,4929,0.127289505859411,-0.900374651057695,-0.82654288724016
115,4350,0.208464943298435,-0.903750578068908,-0.573021472638714
330,4863,0.244988220795071,-0.923775014577647,-0.679937214693095
51,4415,-0.397671124604611,-0.923842123845119,-1.1146459113466
366,4937,-0.407260287834275,-0.969670253022424,-1.19506203181196
284,4781,-0.219921624361581,-1.0154014311629,-0.71119068237679
11,4278,-1.38494783870398,-1.02189189721183,-1.26657100231673
159,4499,-0.886210220023489,-1.03668632366764,-1.07000521122956
133,4536,-0.631070030695659,-1.03744204236813,-0.94251847392619
44,4355,-0.55430401626199,-1.05036462943196,-0.70464335240724
73,4450,-0.497903290758227,-1.06835305281365,-0.579160091345526
307,4828,-0.591426700749428,-1.0987016740032,-1.16058021436852
299,4408,-0.61033779322409,-1.1138646288222,-0.808524113121932
179,4305,-0.978025117375462,-1.1286292234876,-1.3373098484224
109,4432,-0.975184394961853,-1.13602266278953,-1.1994323015264
90,4381,-1.22553024172055,-1.16295188093966,-1.12789767339616
71,4454,-0.273592693174298,-1.1647513852357,-0.330677758051835
292,4784,-1.32057183344444,-1.17847990947095,-1.4884909430248
59,4419C,-0.730737120342303,-1.19429997486707,-0.942541729192625
290,4787,-0.694079689105965,-1.20642434719113,-0.90026291795423
229,4598,0.128282243866223,-1.22292134190039,-0.581134468200789
273,4295,-1.58811169953988,-1.26625176937557,-1.32947430903644
320,4855,-1.37369859928816,-1.26889472886731,-1.26273219281171
56,4404,0.715987971666433,-1.27927631709757,-0.306495754583153
300,4803,-0.866275134833871,-1.28220438093675,-1.22800237891753
94,4391,-1.00431674750589,-1.30276492564077,-1.294570666033
356,4926,-1.26524138452106,-1.30409283041429,-1.02479917459934
158,4518,-0.762250935244824,-1.30731020136353,-1.23557690677681
316,4850,-0.899686381822232,-1.31883034800738,-1.26228939283575
125,45719,-1.35421926779583,-1.36341169246815,-1.46877764757665
113,4440,-0.719479632639397,-1.37278198653197,-1.3594082120082
50,4413,-0.411533256961238,-1.38733783504112,-0.585726637363001
140,4527,-0.85758663812847,-1.42878034245063,-1.33083789212886
190,4702,-0.886359062228944,-1.46060955890157,-1.84234526961786
329,4870,-0.567442157386825,-1.50647943055721,-1.39658680267218
14,4291,-0.3709348550738,-1.50780767946567,-1.15078109448857
77,4455,-0.59523160940092,-1.56325979411987,-1.64128231826914
313,4838,-0.962029285038942,-1.57741739487214,-1.4622461456528
114,4360,-0.803470515866604,-1.61001790473362,-1.36451284932272
129,4540,0.821302938171762,-1.79299799837826,-0.0815824729126847
245,4750,-0.282452473954843,-2.4910867746227,-1.57964497925161
294,8291,-2.24538716850185,-2.6237149956922,-2.61897566410522
295,2919,-2.74322563230872,-3.04518076945926,-3.40417718952084
