"","ID","Q08post","Q09post","Q10post","Q11post","Q12post","Q13post","Q14post","Q15post","Q16post","Q17post","Q18post","Q19post","Q20post","Q21post","Q22post","Q24post"
"31","4260",1,1,1,0,1,0,1,1,0,1,0,1,1,0.5,1,1
"32","4271",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"33","4243",1,0,NA,1,1,1,0,1,1,1,1,1,0,1,1,0
"34","4249",1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1
"35","4240",1,NA,NA,0,1,0,0,0,0,1,1,1,0.5,0.5,0,0
"36","4269",1,0,1,0,NA,1,NA,NA,1,1,0,0,0,0.5,1,0
"37","4278",1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"38","4293",0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0
"39","4288",1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"40","4290",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"41","4291",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"42","4282",1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"43","4304",1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0
"44","4321",0,1,0,0,1,1,0,0,0,1,0,1,0,0.5,0,0
"45","4322",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"46","4294",1,NA,NA,1,0,1,1,1,1,0,1,1,0,0.5,1,0
"47","4310",1,1,0,1,0,1,0,1,0,0,1,1,0.5,0.5,1,0
"48","4309",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"49","4306",0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
"50","4313",1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0
"51","4315",1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0
"52","4299",1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0
"53","4319",1,1,0,0,0,1,NA,NA,0,0,0,1,0.5,0.5,1,1
"54","4302",0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0
"55","4300",1,0,0,0,1,0,NA,NA,0,1,0,0,0.5,0,1,0
"56","4301",1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1
"57","4318",1,0,0,1,0,1,NA,NA,0,0,1,0,0.5,0,0,0
"58","4362",1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
"59","4343",1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1
"60","4363",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"61","4333",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"62","4327",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"63","4367",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64","4359",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"65","4347",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"66","4323",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"67","4356",1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0
"68","4357",1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
"69","4339",1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1
"70","4373",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"71","4348",1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1
"72","4355",1,0,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1
"73","4324",1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,1
"74","4342",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"75","4352",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","4328",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"77","4364",1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1
"78","4413",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"79","4415",1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"80","4421",1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1
"81","4410",1,1,1,1,0,1,1,1,1,0,1,0,0.5,0.5,1,0
"82","4411",1,0,1,1,0,1,NA,NA,1,0,1,0,1,0,1,0
"83","4396",1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1
"84","4404",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"85","4022",0,NA,NA,0,0,0,1,0,0,0,1,0,0,0,1,0
"86","4422",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"87","4419C",1,1,0,0,1,0,NA,NA,0,1,0,1,1,0.5,1,0
"88","4418",0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0
"89","4407",1,1,0,1,1,0,1,1,1,1,1,0,0.5,0.5,1,1
"90","4406",1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"91","4397",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"92","4400",1,1,0,0,1,0,NA,NA,0,1,0,0,0.5,0,1,0
"93","4417",1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
"94","4408F",1,NA,NA,0,0,0,1,1,0,0,0,1,0.5,0.5,1,0
"95","4447",1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1
"96","4459",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"97","4448",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"98","4453",0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0
"99","4454",1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1
"100","4456",1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0
"101","4450",1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,1,0
"102","4449",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"103","4452",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"104","4458",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"105","4455",1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"106","4435",1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"107","4457",1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"108","4451",1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0
"109","4460",1,1,0,1,1,1,1,1,1,1,1,1,0.5,1,1,1
"110","4384",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"111","4378",1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1
"112","4377",1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
"113","4376",1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1
"114","4390",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"115","4382",1,NA,NA,1,1,0,0,1,0,1,0,0,0.5,1,1,0
"116","4383",1,1,0,0,1,0,0,0,0,1,0,0,0.5,0,1,0
"117","4379",1,1,0,0,1,0,0,1,0,1,0,0,0.5,0,1,0
"118","4368",1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0
"119","4380",1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1
"120","4394",1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1
"121","4391",1,1,0,0,0,0,NA,NA,1,1,0,0,0,0.5,1,0
"122","4335",1,NA,NA,0,1,0,1,0,0,0,0,0,0.5,0,1,0
"123","4279F",1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0
"124","4279",1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0
"125","4334",0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0
"126","4281F",1,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0
"127","4245",1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0
"128","4341",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"129","4283",1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
"130","4430",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"131","4431",1,0,1,0,1,0,1,1,1,1,1,1,1,0.5,1,1
"132","4437",1,1,1,0,1,1,0,1,1,1,0,1,0.5,1,1,1
"133","4428",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"134","4426",1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
"135","4436",1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1
"136","4432",1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1
"137","4423",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"138","4429",1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1
"139","4433",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"140","4440",1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0
"141","4360",1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0
"142","4350",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"143","4344",1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,0
"144","4535",1,0,0,0,1,0,1,1,1,0,0,0,0.5,0,1,0
"145","4538F",0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
"146","4531",1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1
"147","4564",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"148","4538",0,NA,NA,1,1,1,1,0,1,0,1,1,1,0,0,0
"149","4545",1,0,0,1,1,0,0,1,0,0,1,0,0.5,0.5,1,0
"150","4533",1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1
"151","4537",1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
"152","45719",0,NA,NA,0,1,0,0,0,0,1,0,0,0,0,NA,0
"153","4549",1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1
"154","4558",1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"155","4574",1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"156","4540",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
"157","4559",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"158","45710",0,1,0,0,1,0,NA,NA,1,1,1,1,0,0.5,1,0
"159","4568",1,1,1,0,0,0,0,1,0,1,0,1,1,0.5,1,0
"160","4536",1,0,0,1,1,0,0,1,1,0,0,1,0.5,0.5,0,0
"161","4543",1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0
"162","4546",1,1,1,0,1,0,1,1,0,1,0,0,0.5,1,1,1
"163","4551",0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1
"164","4566",1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0
"165","4528",1,NA,NA,0,1,0,0,1,0,0,1,0,1,0.5,1,0
"166","4562",0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
"167","4550",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"168","4465",1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0
"169","4517",1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,1
"170","4479",1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1
"171","4488",1,0,0,0,1,0,NA,NA,0,1,0,0,0.5,0.5,1,0
"172","4498",1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0
"173","4467",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"174","4514",0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1
"175","4475",0,NA,NA,0,1,0,0,0,0,1,0,0,0.5,1,0,0
"176","4495",1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0
"177","4494",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","4478",1,NA,NA,0,1,0,1,1,0,0,0,0,0,0.5,1,0
"179","4524",1,0,1,0,1,0,1,1,0,1,1,1,0.5,0,1,1
"180","4485",1,0,1,1,1,1,NA,NA,1,1,1,1,0.5,0,1,1
"181","4490",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","4461",1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0
"183","4509",1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1
"184","4518",1,NA,NA,1,1,1,1,0,0,0,0,1,0.5,0.5,1,1
"185","4499",1,NA,NA,0,0,1,1,1,1,0,0,0,1,1,1,0
"186","4500",1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"187","4515",1,NA,NA,0,0,0,0,1,0,0,1,0,0.5,0.5,1,0
"188","4507",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"189","4502",1,NA,NA,0,1,0,1,1,0,1,0,1,1,0.5,1,1
"190","4513",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","4504",1,NA,NA,1,0,1,0,1,1,0,1,0,0.5,0.5,1,0
"192","4492",1,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,NA,0
"193","4466",1,NA,NA,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1
"194","4476",1,0,1,1,0,1,0,1,1,0,1,0,0.5,0.5,NA,1
"195","4501",0,NA,NA,0,0,0,NA,NA,0,1,0,1,0.5,0.5,1,0
"196","4491",1,0,1,0,1,0,0,1,0,1,0,0,0.5,0.5,1,0
"197","4503",1,0,0,1,1,0,1,1,0,0,0,1,0.5,1,1,0
"198","4519",1,NA,NA,0,0,1,0,1,1,0,1,0,1,0.5,1,0
"199","4482",0,NA,NA,1,0,0,0,0,0,0,0,1,0.5,0,NA,1
"200","4505",0,NA,NA,0,1,0,1,1,0,1,0,0,0,1,1,0
"201","4372",0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0
"202","4374",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"203","4316",1,0,0,0,0,0,0,1,1,1,0,1,0,0.5,1,0
"204","4305",1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
"205","4326",1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0
"206","4381R",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"207","4314",1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1
"208","4310R",1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0
"209","4281",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"210","4353",1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0
"211","4297",1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
"212","4712",1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"213","4710",1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1
"214","4693",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"215","4702",1,1,0,0,1,0,1,1,0,1,0,0,0.5,0,1,0
"216","4704",1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1
"217","4708",1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1
"218","4697",0,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0
"219","?",1,NA,NA,0,1,0,0,1,0,1,0,1,0,0,NA,0
"220","4725",1,1,1,1,1,1,0,1,1,1,0,0,1,0.5,1,1
"221","4717",1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1
"222","4722",1,1,1,0,1,0,1,1,0,1,0,1,0.5,0.5,1,0
"223","4727",1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0
"224","4720",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"225","4730",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"226","4716",1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0
"227","4606",1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0
"228","4723",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"229","4371",0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1
"230","4734",1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0
"231","4762",0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
"232","4765",1,NA,NA,1,1,0,1,1,1,1,1,1,1,0,1,1
"233","4761",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"234","4755B",1,1,1,1,1,0,NA,NA,0,0,0,1,0.5,0.5,1,1
"235","4756B",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"236","4739B",1,0,1,0,1,0,0,0,0,1,0,0,0.5,0.5,0,0
"237","5762",0,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","4757",1,NA,NA,1,0,1,0,1,0,0,1,0,1,1,1,1
"239","4764",1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
"240","4758",0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"241","4607",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"242","4609",1,0,0,0,0,0,1,1,0,0,1,0,1,1,NA,1
"243","4578",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
"244","4599",1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1
"245","4602",1,NA,NA,0,1,0,1,1,0,1,0,0,1,1,1,1
"246","4592",1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"247","4608",1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
"248","4584",0,1,0,1,1,1,NA,NA,1,1,1,0,1,1,0,1
"249","4589",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"250","4617",1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0
"251","4626",1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0
"252","4619",0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1
"253","4585",0,1,0,0,1,0,1,1,0,1,0,0,0,0.5,1,1
"254","4598",1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1
"255","4616",1,NA,NA,0,1,0,NA,NA,0,0,1,1,1,1,1,0
"256","4597",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","4586",1,1,1,0,1,0,NA,NA,0,0,1,1,0,1,1,0
"258","4593",1,1,0,1,0,0,1,1,1,0,1,1,0.5,0,NA,1
"259","4596",1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","4621",0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1
"261","4615",0,NA,NA,0,0,0,1,0,1,1,1,0,0,0.5,0,0
"262","4627",1,NA,NA,0,1,0,1,1,1,0,1,1,0.5,1,1,0
"263","4610",0,NA,NA,0,1,0,0,0,0,1,0,0,0.5,0.5,0,1
"264","4753",0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
"265","4743",1,1,0,0,0,0,NA,NA,0,1,1,0,1,1,0,0
"266","4272",1,1,0,1,0,1,1,1,1,0,1,1,0.5,0.5,1,0
"267","4760F",1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
"268","4740",1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
"269","4746",1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1
"270","4750",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","4755",1,1,0,1,0,0,0,0,0,0,0,1,0.5,1,0,0
"272","4754",1,NA,NA,1,0,0,1,0,0,0,0,1,0.5,0.5,0,0
"273","4737",1,NA,NA,1,0,0,0,0,0,0,0,1,0.5,0.5,1,1
"274","4748",0,0,0,0,0,1,NA,NA,0,0,0,1,0.5,0,0,0
"275","4756",1,1,0,0,0,1,0,0,0,1,0,0,0,0.5,NA,1
"276","4739",1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1
"277","4752",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","4224",1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0
"279","4232",1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
"280","4230",1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0
"281","4236",0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0
"282","4229",1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0
"283","4219",1,1,1,0,1,0,1,0,0,1,0,0,0.5,0.5,1,0
"284","4235",1,0,1,0,0,1,1,0,0,0,1,1,0.5,1,1,1
"285","4773",1,NA,NA,1,1,0,0,0,0,1,0,1,0,0,1,1
"286","4760",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"287","4767",1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"288","4777",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"289","4775",1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
"290","4768",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"291","4778",0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
"292","4763",1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1
"293","4770",1,1,1,0,1,0,0,0,1,0,1,1,0.5,0.5,1,0
"294","4765F",1,NA,NA,1,1,1,1,1,0,1,0,0,0.5,1,1,0
"295","4771",1,NA,NA,0,1,0,0,0,0,1,0,0,1,0,1,0
"296","4419",1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0
"297","4668",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"298","4295",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"299","4686",1,0,1,0,0,0,1,1,0,1,0,1,1,0.5,1,0
"300","4656",1,NA,NA,0,1,0,1,1,0,1,0,0,0.5,0,1,0
"301","4822",0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1
"302","4819",0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
"303","4815",1,0,1,0,0,0,1,0,0,0,0,1,0,0.5,1,0
"304","4821",1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
"305","4825",0,0,0,0,0,0,NA,NA,0,0,0,1,1,0,1,0
"306","4816",0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"307","4817",0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1
"308","4824",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"309","4781",0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"310","4782",1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0
"311","4783",1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
"312","4789",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"313","4786",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,1,1
"314","4779",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"315","4787",1,NA,NA,1,1,1,1,1,1,1,1,1,0.5,1,1,0
"316","4785",1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"317","4784",1,1,0,1,1,1,1,1,1,1,1,1,1,0.5,1,0
"318","4780",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"319","8291",0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
"320","2919",0,NA,NA,0,0,0,NA,NA,0,0,1,0,0.5,0.5,NA,0
"321","4801",1,0,0,0,0,0,1,1,0,1,0,0,1,0.5,0,0
"322","4802",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"323","4814",1,1,0,1,0,1,1,1,1,1,1,1,0.5,1,1,1
"324","4408",1,NA,NA,1,1,1,1,1,1,1,1,1,1,0,1,0
"325","4803",1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"326","4807",1,1,1,0,0,0,1,1,0,0,0,1,0.5,0.5,1,0
"327","4813",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
"328","4806",1,NA,NA,1,0,1,1,1,1,0,1,1,1,0.5,1,0
"329","4795",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"330","4799",1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1
"331","4805",1,NA,NA,1,0,1,NA,NA,0,0,1,0,0,0.5,1,0
"332","4828",1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"333","4833",0,NA,NA,0,0,0,0,0,0,0,0,1,1,1,1,0
"334","4836",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"335","4829",1,NA,NA,1,1,1,0,0,0,0,1,1,0.5,0.5,1,1
"336","4830",1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0
"337","4826",1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"338","4838",1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0
"339","4831",1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0
"340","4832",0,1,0,0,1,0,0,0,0,0,0,1,0.5,0,1,0
"341","4850",1,1,0,0,1,0,NA,NA,0,1,0,1,0.5,0.5,1,0
"342","4845",1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
"343","4846",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"344","4841",1,1,1,0,1,0,1,1,0,1,1,1,0.5,0,1,0
"345","4855",1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"346","4839",0,1,1,0,1,0,NA,NA,0,1,1,0,0.5,0,1,1
"347","4848",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"348","4869",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"349","4860",0,1,0,0,0,1,0,0,0,0,0,0,1,0.5,1,1
